Register Number,Exam,Course Code,Course Name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,CO1,CO2,CO3,CO4,CO5,CO6,CO_Avg,Category
FKAYSST030,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(2),Hindi Bhasha mai sanchar aur Rachanathmak lekhan -bhag -1 (Communication and Creative Writing in Hindi Language-Part 1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,At-risk
FKAYSST031,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(2),Hindi Bhasha mai sanchar aur Rachanathmak lekhan -bhag -1 (Communication and Creative Writing in Hindi Language-Part 1),2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,6.0,6.0,6.0,10.0,0.0,,,,2.67,3.33,3.33,4.67,1.33,0.0,2.56,Below Average
FKAYSZO016,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(2),Hindi Bhasha mai sanchar aur Rachanathmak lekhan -bhag -1 (Communication and Creative Writing in Hindi Language-Part 1),2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,0.0,6.0,6.0,10.0,0.0,,,,1.0,3.33,3.33,4.67,1.33,6.0,3.28,Average
FKAYSCH030,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(2),Hindi Bhasha mai sanchar aur Rachanathmak lekhan -bhag -1 (Communication and Creative Writing in Hindi Language-Part 1),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,6.0,9.0,0.0,,,,3.33,3.33,3.33,4.33,1.33,6.0,3.61,Average
FKAYSZO017,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(2),Hindi Bhasha mai sanchar aur Rachanathmak lekhan -bhag -1 (Communication and Creative Writing in Hindi Language-Part 1),2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,5.0,5.0,5.0,5.0,0.0,9.0,0.0,,,,3.0,3.0,1.0,4.33,0.67,5.0,2.83,Below Average
FKAYSZO018,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(2),Hindi Bhasha mai sanchar aur Rachanathmak lekhan -bhag -1 (Communication and Creative Writing in Hindi Language-Part 1),0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,6.0,6.0,4.5,6.0,6.0,0.0,10.0,,,,2.17,2.67,3.33,0.67,4.0,6.0,3.14,Average
FKAYSZO019,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(2),Hindi Bhasha mai sanchar aur Rachanathmak lekhan -bhag -1 (Communication and Creative Writing in Hindi Language-Part 1),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,6.0,6.0,0.0,6.0,9.0,0.0,,,,3.33,1.33,3.33,4.33,1.0,6.0,3.22,Average
FKAYSZO020,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(2),Hindi Bhasha mai sanchar aur Rachanathmak lekhan -bhag -1 (Communication and Creative Writing in Hindi Language-Part 1),0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,6.0,6.0,6.0,6.0,6.0,0.0,0.0,,,,2.0,2.67,3.0,1.33,0.67,6.0,2.61,Below Average
FKAYSZO021,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(2),Hindi Bhasha mai sanchar aur Rachanathmak lekhan -bhag -1 (Communication and Creative Writing in Hindi Language-Part 1),2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,6.0,0.0,6.0,4.0,6.0,9.0,0.0,,,,3.33,2.0,3.33,4.33,0.33,3.0,2.72,Below Average
FKAYSZO022,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(2),Hindi Bhasha mai sanchar aur Rachanathmak lekhan -bhag -1 (Communication and Creative Writing in Hindi Language-Part 1),2.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,6.0,2.0,6.0,6.0,6.0,8.0,0.0,,,,3.33,2.67,2.67,3.33,0.67,4.0,2.78,Below Average
FKAYSZO023,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(2),Hindi Bhasha mai sanchar aur Rachanathmak lekhan -bhag -1 (Communication and Creative Writing in Hindi Language-Part 1),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,6.0,6.0,6.0,0.0,9.0,0.0,,,,3.33,3.33,1.33,4.33,1.0,6.0,3.22,Average
FKAYSZO024,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(2),Hindi Bhasha mai sanchar aur Rachanathmak lekhan -bhag -1 (Communication and Creative Writing in Hindi Language-Part 1),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,6.0,6.0,0.0,5.0,0.0,,,,3.33,3.33,1.33,3.0,0.67,6.0,2.94,Below Average
FKAYSCH032,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(2),Hindi Bhasha mai sanchar aur Rachanathmak lekhan -bhag -1 (Communication and Creative Writing in Hindi Language-Part 1),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,6.0,6.0,6.0,6.0,4.0,9.0,0.0,,,,3.33,3.33,2.67,4.33,0.67,6.0,3.39,Average
FKAYSPH019,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(2),Hindi Bhasha mai sanchar aur Rachanathmak lekhan -bhag -1 (Communication and Creative Writing in Hindi Language-Part 1),2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,6.0,6.0,6.0,6.0,6.0,0.0,9.0,,,,3.33,3.33,2.67,1.33,3.67,6.0,3.39,Average
FKAYSPY110,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(2)-SF,Hindi Bhasha mai sanchar aur Rachanathmak lekhan -bhag -1 (Communication and Creative Writing in Hindi Language-Part 1),1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,3.0,6.0,6.0,6.0,8.0,0.0,,,,3.0,3.33,3.33,3.0,1.33,1.5,2.58,Below Average
FKAYSPY111,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(2)-SF,Hindi Bhasha mai sanchar aur Rachanathmak lekhan -bhag -1 (Communication and Creative Writing in Hindi Language-Part 1),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,6.0,6.0,6.0,6.0,9.0,0.0,,,,3.33,3.33,3.33,4.33,1.0,6.0,3.55,Average
FKAYSPY112,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(2)-SF,Hindi Bhasha mai sanchar aur Rachanathmak lekhan -bhag -1 (Communication and Creative Writing in Hindi Language-Part 1),2.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,6.0,5.0,0.0,6.0,6.0,9.0,0.0,,,,0.67,2.67,3.0,3.0,1.0,5.5,2.64,Below Average
FKAYSPY113,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(2)-SF,Hindi Bhasha mai sanchar aur Rachanathmak lekhan -bhag -1 (Communication and Creative Writing in Hindi Language-Part 1),1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,4.0,6.0,6.0,0.0,0.0,7.0,,,,3.0,3.33,1.33,1.33,3.67,5.0,2.94,Below Average
FKAYSPY114,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(2)-SF,Hindi Bhasha mai sanchar aur Rachanathmak lekhan -bhag -1 (Communication and Creative Writing in Hindi Language-Part 1),1.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,6.0,3.0,6.0,6.0,6.0,0.0,9.0,,,,2.33,3.33,2.0,1.0,3.67,4.5,2.8,Below Average
FKAYSPY115,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(2)-SF,Hindi Bhasha mai sanchar aur Rachanathmak lekhan -bhag -1 (Communication and Creative Writing in Hindi Language-Part 1),2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,6.0,4.0,6.0,6.0,6.0,9.0,0.0,,,,3.33,2.67,2.0,3.67,0.67,5.0,2.89,Below Average
FKAYSPY116,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(2)-SF,Hindi Bhasha mai sanchar aur Rachanathmak lekhan -bhag -1 (Communication and Creative Writing in Hindi Language-Part 1),1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,6.0,6.0,6.0,6.0,0.0,8.0,,,,3.0,3.33,3.33,1.33,3.33,3.0,2.89,Below Average
FKAYSPY117,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(2)-SF,Hindi Bhasha mai sanchar aur Rachanathmak lekhan -bhag -1 (Communication and Creative Writing in Hindi Language-Part 1),2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,6.0,6.0,6.0,6.0,7.0,0.0,,,,3.33,3.0,3.33,3.67,1.0,5.0,3.22,Average
FKAYSPY118,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(2)-SF,Hindi Bhasha mai sanchar aur Rachanathmak lekhan -bhag -1 (Communication and Creative Writing in Hindi Language-Part 1),2.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,5.0,3.0,6.0,5.0,6.0,6.0,0.0,,,,3.33,2.33,2.33,2.67,0.67,4.0,2.56,Below Average
FKAYSPY119,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(2)-SF,Hindi Bhasha mai sanchar aur Rachanathmak lekhan -bhag -1 (Communication and Creative Writing in Hindi Language-Part 1),2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,1.0,6.0,6.0,6.0,0.0,9.0,,,,3.33,2.67,3.33,1.33,4.0,3.5,3.03,Average
FKAYSPY120,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(2)-SF,Hindi Bhasha mai sanchar aur Rachanathmak lekhan -bhag -1 (Communication and Creative Writing in Hindi Language-Part 1),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,6.0,6.0,6.0,6.0,0.0,9.0,,,,3.33,3.33,3.33,1.33,4.0,6.0,3.55,Average
FKAYSPY121,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(2)-SF,Hindi Bhasha mai sanchar aur Rachanathmak lekhan -bhag -1 (Communication and Creative Writing in Hindi Language-Part 1),0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,6.0,0.0,6.0,6.0,9.0,0.0,,,,0.67,3.33,2.67,4.33,0.67,3.0,2.44,Below Average
FKAYSPY122,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(2)-SF,Hindi Bhasha mai sanchar aur Rachanathmak lekhan -bhag -1 (Communication and Creative Writing in Hindi Language-Part 1),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,6.0,0.0,6.0,6.0,6.0,8.0,0.0,,,,3.33,3.33,3.33,4.0,1.0,3.0,3.0,Average
FKAYSPY123,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(2)-SF,Hindi Bhasha mai sanchar aur Rachanathmak lekhan -bhag -1 (Communication and Creative Writing in Hindi Language-Part 1),2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,6.0,6.0,6.0,6.0,0.0,0.0,8.0,,,,3.33,2.67,1.33,1.33,3.33,6.0,3.0,Average
FKAYSPY124,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(2)-SF,Hindi Bhasha mai sanchar aur Rachanathmak lekhan -bhag -1 (Communication and Creative Writing in Hindi Language-Part 1),2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,6.0,6.0,6.0,6.0,0.0,10.0,0.0,,,,2.67,3.33,1.33,4.0,0.67,6.0,3.0,Average
FKAYBCM028,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(3),Sanchar kausal vikas bhag-1 (Communication Skills Enhancement-Part 1),2.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,6.0,5.0,3.0,6.0,7.0,0.0,,,,2.33,1.67,3.0,3.0,0.0,3.0,2.17,Below Average
FKAYBCM029,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(3),Sanchar kausal vikas bhag-1 (Communication Skills Enhancement-Part 1),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,6.0,6.5,0.0,,,,3.33,3.33,3.33,3.5,1.33,6.0,3.47,Average
FKAYBCM030,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(3),Sanchar kausal vikas bhag-1 (Communication Skills Enhancement-Part 1),2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,6.0,6.0,4.0,6.0,9.0,0.0,,,,3.33,2.67,3.33,4.33,1.0,6.0,3.44,Average
FKAYBCM031,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(3),Sanchar kausal vikas bhag-1 (Communication Skills Enhancement-Part 1),2.0,2.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,3.5,6.0,6.0,0.0,6.0,6.5,0.0,,,,3.33,1.0,3.0,2.83,1.33,4.75,2.71,Below Average
FKAYBCM032,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(3),Sanchar kausal vikas bhag-1 (Communication Skills Enhancement-Part 1),2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,6.0,0.0,6.0,6.0,6.0,9.0,0.0,,,,3.33,2.67,3.33,4.33,0.67,3.0,2.89,Below Average
FKAYBCM018,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(3),Sanchar kausal vikas bhag-1 (Communication Skills Enhancement-Part 1),1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,5.0,6.0,6.0,10.0,0.0,,,,2.33,2.33,3.0,4.0,0.33,5.5,2.92,Below Average
FKAYBCM020,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(3),Sanchar kausal vikas bhag-1 (Communication Skills Enhancement-Part 1),2.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,6.0,6.0,6.0,6.0,6.0,8.0,0.0,,,,2.67,3.0,2.67,4.0,1.0,6.0,3.22,Average
FKAYBCM021,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(3),Sanchar kausal vikas bhag-1 (Communication Skills Enhancement-Part 1),1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,6.0,6.0,6.0,6.0,6.0,8.0,0.0,,,,3.0,3.0,3.0,4.0,1.0,6.0,3.33,Average
FKAYBCM022,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(3),Sanchar kausal vikas bhag-1 (Communication Skills Enhancement-Part 1),2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,6.0,6.0,6.0,0.0,6.0,9.0,0.0,,,,3.33,1.33,3.33,3.67,1.33,6.0,3.17,Average
FKAYBCM023,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(3),Sanchar kausal vikas bhag-1 (Communication Skills Enhancement-Part 1),2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,6.0,6.0,6.0,6.0,6.0,8.0,0.0,,,,3.0,3.0,3.33,4.0,1.0,6.0,3.39,Average
FKAYBCM024,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(3),Sanchar kausal vikas bhag-1 (Communication Skills Enhancement-Part 1),2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,6.0,6.0,6.0,6.0,0.0,0.0,7.0,,,,3.33,3.33,1.33,0.67,3.33,6.0,3.0,Average
FKAYBCM025,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(3),Sanchar kausal vikas bhag-1 (Communication Skills Enhancement-Part 1),2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,4.0,6.0,9.0,0.0,,,,3.33,2.67,2.67,4.33,1.33,6.0,3.39,Average
FKAYBCM026,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(3),Sanchar kausal vikas bhag-1 (Communication Skills Enhancement-Part 1),0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,6.0,4.0,5.0,5.0,6.0,0.0,,,,1.33,2.33,1.67,3.33,0.0,4.5,2.19,Below Average
FKAYBCM027,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(3),Sanchar kausal vikas bhag-1 (Communication Skills Enhancement-Part 1),2.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,5.0,0.0,,,,2.33,0.33,0.67,2.33,0.33,0.0,1.0,At-risk
FKAYBCM121,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(3)-SF,Sanchar kausal vikas bhag -1 (Communication Skills Enhancement-Part 1),0.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,6.0,6.0,6.0,0.0,8.0,0.0,0.0,,,,2.0,1.33,3.0,1.33,0.33,6.0,2.33,Below Average
FKAYBCM122,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(3)-SF,Sanchar kausal vikas bhag -1 (Communication Skills Enhancement-Part 1),2.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,0.0,9.0,0.0,,,,3.33,3.33,1.0,3.67,1.33,6.0,3.11,Average
FKAYBCM123,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(3)-SF,Sanchar kausal vikas bhag -1 (Communication Skills Enhancement-Part 1),2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,6.0,6.0,8.0,0.0,,,,1.33,2.67,2.67,3.33,0.0,2.0,2.0,Below Average
FKAYBCM124,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(3)-SF,Sanchar kausal vikas bhag -1 (Communication Skills Enhancement-Part 1),2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,6.0,6.0,0.0,6.0,6.0,8.0,0.0,,,,0.67,3.33,2.67,4.0,1.33,6.0,3.0,Average
FKAYBCM125,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(3)-SF,Sanchar kausal vikas bhag -1 (Communication Skills Enhancement-Part 1),2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,6.0,5.0,0.0,,,,0.67,2.0,2.67,2.33,0.67,0.0,1.39,At-risk
FKAYBCM126,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(3)-SF,Sanchar kausal vikas bhag -1 (Communication Skills Enhancement-Part 1),2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,6.0,5.0,6.0,7.5,0.0,,,,2.67,2.33,3.33,3.83,0.67,0.5,2.22,Below Average
FKAYBCM127,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(3)-SF,Sanchar kausal vikas bhag -1 (Communication Skills Enhancement-Part 1),2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,4.0,0.0,6.0,6.0,0.0,,,,2.67,0.67,2.33,2.0,0.33,3.0,1.83,At-risk
FKAYBCM128,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(3)-SF,Sanchar kausal vikas bhag -1 (Communication Skills Enhancement-Part 1),2.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,4.0,0.0,6.0,7.0,0.0,,,,2.67,0.67,2.67,3.0,0.33,3.0,2.06,Below Average
FKAYBCM129,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(3)-SF,Sanchar kausal vikas bhag -1 (Communication Skills Enhancement-Part 1),2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,6.0,3.0,0.0,6.0,8.0,0.0,,,,2.33,1.33,2.67,2.67,0.67,4.5,2.36,Below Average
FKAYBCM130,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(3)-SF,Sanchar kausal vikas bhag -1 (Communication Skills Enhancement-Part 1),0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,6.0,3.0,6.0,6.0,7.0,0.0,,,,1.67,2.67,3.33,2.33,0.67,3.0,2.28,Below Average
FKAYBCM131,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(3)-SF,Sanchar kausal vikas bhag -1 (Communication Skills Enhancement-Part 1),2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,6.0,6.0,3.0,6.0,6.0,8.0,0.0,,,,2.33,3.33,2.67,4.0,0.67,6.0,3.17,Average
FKAYBCM132,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HINFA102(3)-SF,Sanchar kausal vikas bhag -1 (Communication Skills Enhancement-Part 1),2.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,6.0,6.0,0.0,6.0,6.0,10.0,0.0,,,,1.33,2.67,3.0,4.0,0.67,6.0,2.94,Below Average
FKAYAECR21,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,3.0,3.0,3.0,3.0,2.5,3.0,3.0,3.0,3.0,3.0,6.0,2.5,3.0,0.0,4.5,4.5,5.0,2.5,8.0,0.0,4.25,1.5,3.33,3.5,3.67,3.67,3.32,Average
FKAYAECR33,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,3.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.5,5.5,6.0,0.0,5.5,5.0,1.5,6.0,8.0,0.0,5.0,0.75,3.83,3.67,2.5,5.67,3.57,Average
FKAYAEGR01,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,3.0,2.0,0.0,0.5,2.0,2.5,0.0,2.0,0.0,1.5,3.5,5.5,3.5,4.0,0.0,0.0,3.5,3.5,6.0,0.0,3.62,1.12,1.5,0.67,1.67,4.17,2.12,Below Average
FKAYAEGR02,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,3.0,2.0,0.0,0.0,3.0,2.0,0.0,3.0,2.5,3.0,5.0,4.5,0.0,2.0,0.0,0.0,3.5,3.5,9.0,0.0,3.5,0.5,1.67,1.0,3.0,4.33,2.33,Below Average
FKAYAEGR03,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,3.0,3.0,2.0,0.0,1.0,1.0,0.0,3.0,1.5,1.5,4.0,4.0,2.0,1.0,3.5,0.5,1.0,1.0,0.0,3.0,2.0,1.5,1.83,1.17,1.33,3.0,1.8,At-risk
FKAYAEGR04,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,1.0,0.0,0.5,1.5,0.0,2.5,0.0,1.5,0.0,0.0,4.0,3.5,0.0,2.0,0.0,0.0,1.0,1.5,2.5,0.0,0.88,1.0,0.83,0.5,0.33,3.0,1.09,At-risk
FKAYAEGR05,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,0.0,3.0,1.0,3.0,3.0,2.5,3.0,3.0,3.0,3.0,4.0,4.5,5.0,2.5,2.5,3.0,5.0,5.5,8.0,0.0,4.0,1.62,2.67,3.0,3.67,4.67,3.27,Average
FKAYAEGR06,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,1.5,2.5,3.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,4.5,0.0,0.0,0.0,0.0,4.5,3.0,0.0,8.0,1.0,3.5,1.0,2.0,2.5,2.5,2.08,Below Average
FKAYAEGR07,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,0.0,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,6.0,3.5,0.5,4.5,4.0,5.0,0.0,8.5,2.25,3.75,2.17,2.5,3.33,1.67,2.61,Below Average
FKAYAEGR08,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,3.0,3.0,3.0,3.0,3.0,3.0,1.5,2.5,3.0,3.0,4.5,5.0,3.0,5.5,5.0,5.5,5.5,6.0,9.0,0.0,4.5,2.88,3.67,3.17,3.83,5.17,3.87,Average
FKAYAMAR06,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.03,At-risk
FKAYAEGR10,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,4.5,5.5,3.5,4.0,0.0,1.5,2.0,0.0,6.5,0.0,4.0,2.5,2.0,2.5,1.33,3.33,2.61,Below Average
FKAYAEGR11,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,4.5,4.0,4.0,0.0,4.5,5.0,4.5,1.0,0.0,8.0,2.25,3.5,3.17,3.67,2.83,3.17,3.1,Average
FKAYAEGR12,"UG 1 - Semester End Examination (Regular/Supplementary/Improvement), November 2024",HIS1MN104,History of Britain: Prehistoric to the Late  Middle Ages,0.0,2.5,2.0,0.0,3.0,3.0,1.0,3.0,1.0,1.0,4.0,0.0,4.5,4.0,1.0,0.0,3.5,0.0,6.0,0.0,3.25,1.5,2.33,1.33,1.83,1.33,1.93,At-risk
